video_id,title,publishedAt,channelId,channelTitle,categoryId,description,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"5XR4YE9I45A","４年ぶりに食べるカレーだったら無限に食える説！！","2019-09-12T09:00:01.000Z","UCg9mwxF0uacG3Q4N91wo2TQ","プリッとChannel","24","◆おすすめ動画『所持金ゼロ！食料なし！レゴだけで作った家で3日間共同生活が過酷すぎた！！』https://www.youtube.com/watch?v=evO-shE2W8E&t=255s【プリッとChannel】ヘロ〜♪毎日欠かさず19時に動画配信中！楽しかったらチャンネル登録、高評価↑↑お願いします！体を張ったり、モノを作ったり、新商品のレポートをしたり、なんでもします。コメントもお待ちしてまーす☆◆チャンネル登録https://goo.gl/Rk5uGh◆プリッ２(サブ)チャンネル登録お願いします！https://goo.gl/DhDJFk◆TwitterプリッとChannelのアカウントhttps://twitter.com/purichannelSasuke→https://twitter.com/tokitsubasasukeあごキング→https://twitter.com/agoyutaしょうちゃん→https://twitter.com/teriamon0218おだんご→https://twitter.com/pIcqZ2V88DC8QCj三戸先生→https://twitter.com/mitocap_1216世直し→https://mobile.twitter.com/ozawa3000娘＿→https://mobile.twitter.com/hiratsukabijinパンダ→https://mobile.twitter.com/okubokun◆InstagramSasukeのアカウントhttps://www.instagram.com/zashiki_sasuke/あごキングのアカウントhttps://www.instagram.com/agoyuta/◆SasukeのLINE bloghttps://lineblog.me/puritto/娘＿のYouTubeチャンネル↓＿あいすけhttps://www.youtube.com/channel/UC1LUMKVtFxvRuropXQOyPPw三戸先生のYouTubeチャンネル↓三戸キャップちゃんねるhttps://www.youtube.com/channel/UC9Ip9fBP8wV5Cn2tuvE-xXgーーーーーーーーーーーーーーーー再生リスト作りました■【オリジナルゲーム】見た事ないhttps://goo.gl/ccwXsC■裏技https://goo.gl/YRu6px■【検証】気になることを徹底調査！！https://goo.gl/Xjn1AE■【再現】あのアニメ、漫画、映画を実写化！https://goo.gl/a7hV32■食って食って食いまくる！食べ放題https://goo.gl/LhyYft■大盛り、デカ盛り、爆盛りhttps://goo.gl/khTnZ4■みんな大好きドッキリだよ☆https://goo.gl/cKc6mu■みんな大好きディズニー企画【ランド&シー】https://goo.gl/rsFzuR■コラボ　いつもありがとうございますhttps://goo.gl/VmFQLz＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝素材提供 :  PIXTA楽曲提供：Production Music by http://www.epidemicsound.com　　　　　魔王魂＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝《プレゼントやファンレター等の送り先》〒106-6137東京都港区六本木6-10-1六本木ヒルズ森タワー37FUUUM株式会社（South）プリッとChannel 宛","19.13.09","おもしろ、面白、オモシロ、衝撃、しょうげき、爆笑、ばくしょう、笑、わら、ワラ、人気、funny、interes、interesting、","368477","6848","367","1168","https://i.ytimg.com/vi/5XR4YE9I45A/default.jpg","False","False","◆おすすめ動画『所持金ゼロ！食料なし！レゴだけで作った家で3日間共同生活が過酷すぎた！！』https://www.youtube.com/watch?v=evO-shE2W8E&t=255s【プリッとChannel】ヘロ〜♪毎日欠かさず19時に動画配信中！楽しかったらチャンネル登録、高評価↑↑お願いします！体を張ったり、モノを作ったり、新商品のレポートをしたり、なんでもします。コメントもお待ちしてまーす☆◆チャンネル登録https://goo.gl/Rk5uGh◆プリッ２(サブ)チャンネル登録お願いします！https://goo.gl/DhDJFk◆TwitterプリッとChannelのアカウントhttps://twitter.com/purichannelSasuke→https://twitter.com/tokitsubasasukeあごキング→https://twitter.com/agoyutaしょうちゃん→https://twitter.com/teriamon0218おだんご→https://twitter.com/pIcqZ2V88DC8QCj三戸先生→https://twitter.com/mitocap_1216世直し→https://mobile.twitter.com/ozawa3000娘＿→https://mobile.twitter.com/hiratsukabijinパンダ→https://mobile.twitter.com/okubokun◆InstagramSasukeのアカウントhttps://www.instagram.com/zashiki_sasuke/あごキングのアカウントhttps://www.instagram.com/agoyuta/◆SasukeのLINE bloghttps://lineblog.me/puritto/娘＿のYouTubeチャンネル↓＿あいすけhttps://www.youtube.com/channel/UC1LUMKVtFxvRuropXQOyPPw三戸先生のYouTubeチャンネル↓三戸キャップちゃんねるhttps://www.youtube.com/channel/UC9Ip9fBP8wV5Cn2tuvE-xXgーーーーーーーーーーーーーーーー再生リスト作りました■【オリジナルゲーム】見た事ないhttps://goo.gl/ccwXsC■裏技https://goo.gl/YRu6px■【検証】気になることを徹底調査！！https://goo.gl/Xjn1AE■【再現】あのアニメ、漫画、映画を実写化！https://goo.gl/a7hV32■食って食って食いまくる！食べ放題https://goo.gl/LhyYft■大盛り、デカ盛り、爆盛りhttps://goo.gl/khTnZ4■みんな大好きドッキリだよ☆https://goo.gl/cKc6mu■みんな大好きディズニー企画【ランド&シー】https://goo.gl/rsFzuR■コラボ　いつもありがとうございますhttps://goo.gl/VmFQLz＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝素材提供 :  PIXTA楽曲提供：Production Music by http://www.epidemicsound.com　　　　　魔王魂＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝《プレゼントやファンレター等の送り先》〒106-6137東京都港区六本木6-10-1六本木ヒルズ森タワー37FUUUM株式会社（South）プリッとChannel 宛"
"7BKtEflWBBI","海外通販で買えるスパイ活動に使えそうなやつ★キャンピングカー漂流3日目午後~4日目","2019-09-12T10:55:54.000Z","UCFtVzEblikHdro4J5HeMo4w","GUNMA-17","2","スタックしたついでに遊べてよかったです電動のエアー圧縮機が欲しい。次キャンピングカーがどうなったか動画作ります。BGM007bgm←りゅっつぁんTwitter　https://mobile.twitter.com/r6969_rTrack: RetroVision - Campfire [NCS Release]Music provided by NoCopyrightSounds.Watch: https://youtu.be/geOGWGe0aB8Free Download / Stream: http://ncs.io/CampfireYOGUNMA-17 ★ツイッターhttps://twitter.com/fw_3010今回使った商品：http://bit.ly/2lRNeIn15%offクーポンコード：BGJPOCY  正式会场： http://bit.ly/2k1rpWv 電子工具セール： http://bit.ly/2ktnWzZ RC（ドローン＆デジコン）会场： http://bit.ly/2lZzeN7 ブランド会场： http://bit.ly/2krJxZK ガジェット系会場 http://bit.ly/2jW5Giwお仕事、プレゼントのご連絡はこちらgunma17@kiii.co.jp☆プレゼント、お手紙などの宛先はこちら(※生物、冷蔵便は受け取りができません※貴金属、大型機材などの場合は、一度メールにてお問い合わせください。お受け取りできない可能性があります。)153-0042東京都目黒区青葉台3-6-28住友不動産青葉台タワー2F「GUNMA-17」宛","19.13.09","キャンピングカー|旅|GUNMA-17|水中|呼吸|ボンベ|DIY|エンスト|修理","148752","3055","76","187","https://i.ytimg.com/vi/7BKtEflWBBI/default.jpg","False","False","スタックしたついでに遊べてよかったです電動のエアー圧縮機が欲しい。次キャンピングカーがどうなったか動画作ります。BGM007bgm←りゅっつぁんTwitter　https://mobile.twitter.com/r6969_rTrack: RetroVision - Campfire [NCS Release]Music provided by NoCopyrightSounds.Watch: https://youtu.be/geOGWGe0aB8Free Download / Stream: http://ncs.io/CampfireYOGUNMA-17 ★ツイッターhttps://twitter.com/fw_3010今回使った商品：http://bit.ly/2lRNeIn15%offクーポンコード：BGJPOCY  正式会场： http://bit.ly/2k1rpWv 電子工具セール： http://bit.ly/2ktnWzZ RC（ドローン＆デジコン）会场： http://bit.ly/2lZzeN7 ブランド会场： http://bit.ly/2krJxZK ガジェット系会場 http://bit.ly/2jW5Giwお仕事、プレゼントのご連絡はこちらgunma17@kiii.co.jp☆プレゼント、お手紙などの宛先はこちら(※生物、冷蔵便は受け取りができません※貴金属、大型機材などの場合は、一度メールにてお問い合わせください。お受け取りできない可能性があります。)153-0042東京都目黒区青葉台3-6-28住友不動産青葉台タワー2F「GUNMA-17」宛"
"W1FYsKnZpFs","彼氏がキャバクラ行った証拠を見つけてブチギレする彼女が怖すぎる…【即興セリフ寸劇】","2019-09-12T11:43:06.000Z","UCftut9Z6S48igRNSQRDpCCg","ヴァンゆんチャンネル/ Powered by VAMBI","24","【チャンネル登録＆グッドボタンよろしくお願いします！！】ゆんちゃんねる↓↓↓https://www.youtube.com/channel/UCWvHd19P7d1hy0Qx5O-P2Dg☆チャンネル登録はこちら➡︎http://ur0.work/ufbe☆セカンドチャンネルはこちら➡︎https://www.youtube.com/channel/UCV5LYxs4mcMK2e6R13kZQFQ☆Twitter➡︎https://twitter.com/the_Vambi☆Instagram➡︎https://www.instagram.com/the_vambi/★所属：太田プロダクション（総合窓口）★toiawase@ohtapro.co.jp★お手紙＆プレゼントはコチラ★〒160-0004 東京都新宿区四谷3-12 フロンティア四谷2階株式会社太田プロダクション 「ヴァンゆん宛」※食べ物、動物、火薬物など、非衛生的、危険が伴うプレゼント等は受付けておりません。★動画に関する問合わせ先(YouTubeの広告や案件等)★ヴァンゆんチャンネル管理事務局info@vamyun.com#ヴァンゆん #ヴァンビ #ゆん","19.13.09","ヴァンビ|VAMBI|vambi|YouTuber|ユーチューバー|面白|おもしろ|動画|メイク|ファッション|コスメ|美容|ゆん|ゆんちゃん|ゆんちゃんねる","732816","14158","545","1241","https://i.ytimg.com/vi/W1FYsKnZpFs/default.jpg","False","False","【チャンネル登録＆グッドボタンよろしくお願いします！！】ゆんちゃんねる↓↓↓https://www.youtube.com/channel/UCWvHd19P7d1hy0Qx5O-P2Dg☆チャンネル登録はこちら➡︎http://ur0.work/ufbe☆セカンドチャンネルはこちら➡︎https://www.youtube.com/channel/UCV5LYxs4mcMK2e6R13kZQFQ☆Twitter➡︎https://twitter.com/the_Vambi☆Instagram➡︎https://www.instagram.com/the_vambi/★所属：太田プロダクション（総合窓口）★toiawase@ohtapro.co.jp★お手紙＆プレゼントはコチラ★〒160-0004 東京都新宿区四谷3-12 フロンティア四谷2階株式会社太田プロダクション 「ヴァンゆん宛」※食べ物、動物、火薬物など、非衛生的、危険が伴うプレゼント等は受付けておりません。★動画に関する問合わせ先(YouTubeの広告や案件等)★ヴァンゆんチャンネル管理事務局info@vamyun.com#ヴァンゆん #ヴァンビ #ゆん"
"OIN9xoGYlPQ","握りかえを研究した...久保田スラッガーのオーダーグラブ！球出しが過去最速に！","2019-09-12T08:30:00.000Z","UCN7zL9IXNqxZDMIjlih1_Mw","クニヨシTV 【with サルトラ】","26","野球オンラインサロン始めました！軟式で世界大会やろう！！↓　↓　↓　https://lounge.dmm.com/detail/1622/※熱く密に対話しましょう！天晴オンラインショップ始めました！選手着用キャップ&Tシャツ★https://store.shopping.yahoo.co.jp/k-conmart/★クニヨシTVのチャンネル登録お願いしますー！プレゼント企画やりますよ！★＜国吉監督＞ツイッターです↓@shimancyu9244TikTokも！＜ ID : 31210616105＞★＜タケトラ＞ツイッター↓@tora_road_0121★＜守備猿ジュン＞ツイッター↓＠Defencemonkey7★＜アニキ＞ツイッター↓@Aniki_kusayakyu是非 フォローお願いいたしますm(_ _)m★タケトラTV＆トクサンTVとコラボレーションのお問い合わせはtokusanTV@gmail.com（※可能な限り御返信させて頂きます）","19.13.09","トクサンTV|トクサン|ライパチ|アニキ|タケトラ|野球|プロ野球|草野球|アマチュア野球|ノンプロ野球|自主練習|練習|オフトレ|甲子園|阪神甲子園球場|プロ野球選手|野球ギア|トレーニング|帝京|ヒカキン|セイキン|水溜りボンド|フィッシャーズ|レイターズ|はじめしゃちょー|禁断ボーイズ|シバター|ヒカル|怪盗ピンキー|クーニンTV|クーニンズ|地球|希少映像|貴重映像|テレビ|ダウンタウン","133352","1043","49","2277","https://i.ytimg.com/vi/OIN9xoGYlPQ/default.jpg","False","False","野球オンラインサロン始めました！軟式で世界大会やろう！！↓　↓　↓　https://lounge.dmm.com/detail/1622/※熱く密に対話しましょう！天晴オンラインショップ始めました！選手着用キャップ&Tシャツ★https://store.shopping.yahoo.co.jp/k-conmart/★クニヨシTVのチャンネル登録お願いしますー！プレゼント企画やりますよ！★＜国吉監督＞ツイッターです↓@shimancyu9244TikTokも！＜ ID : 31210616105＞★＜タケトラ＞ツイッター↓@tora_road_0121★＜守備猿ジュン＞ツイッター↓＠Defencemonkey7★＜アニキ＞ツイッター↓@Aniki_kusayakyu是非 フォローお願いいたしますm(_ _)m★タケトラTV＆トクサンTVとコラボレーションのお問い合わせはtokusanTV@gmail.com（※可能な限り御返信させて頂きます）"
"6GBYEhQghGw","PS4『新サクラ大戦』ストーリートレイラー","2019-09-12T02:30:01.000Z","UCVkqs_Q88BDmyaWwjYJ8_Ig","SEGA","20","『新サクラ大戦』のストーリーを紹介する映像です。太正二十九年、帝都・東京。主人公・神山誠十郎率いる、新たな「帝国華撃団」の物語が動き出す。シリーズ最新作「新サクラ大戦」、ここに開幕！メインキャラクターデザイン：久保帯人ゲストキャラクターデザイン：堀口悠紀子　BUNBUN　島田フミカネ　杉森建 他音楽：田中公平ストーリー構成：イシイジロウ原作：広井王子＜声の出演＞阿座上洋平　佐倉綾音内田真礼　山村響　福原綾香　早見沙織梅原裕一郎　上坂すみれ　島崎信長　沼倉愛実　水樹奈々　釘宮理恵　他主題歌「檄！帝国華撃団＜新章＞」作詞：広井王子作曲：田中公平対応機種：PlayStation®4発売日：2019年12月12日公式サイト：http://sakura-taisen.com/game/shin-sakura/公式Twitter：https://twitter.com/Sakura_Taisen©SEGA　#新サクラ大戦","19.13.09","SEGA|セガ|家庭用ゲーム|ゲーム|PlayStation4|PS4|新サクラ大戦|新作|サクラ大戦|予約|発売日|PV","209462","3151","117","462","https://i.ytimg.com/vi/6GBYEhQghGw/default.jpg","False","False","『新サクラ大戦』のストーリーを紹介する映像です。太正二十九年、帝都・東京。主人公・神山誠十郎率いる、新たな「帝国華撃団」の物語が動き出す。シリーズ最新作「新サクラ大戦」、ここに開幕！メインキャラクターデザイン：久保帯人ゲストキャラクターデザイン：堀口悠紀子　BUNBUN　島田フミカネ　杉森建 他音楽：田中公平ストーリー構成：イシイジロウ原作：広井王子＜声の出演＞阿座上洋平　佐倉綾音内田真礼　山村響　福原綾香　早見沙織梅原裕一郎　上坂すみれ　島崎信長　沼倉愛実　水樹奈々　釘宮理恵　他主題歌「檄！帝国華撃団＜新章＞」作詞：広井王子作曲：田中公平対応機種：PlayStation®4発売日：2019年12月12日公式サイト：http://sakura-taisen.com/game/shin-sakura/公式Twitter：https://twitter.com/Sakura_Taisen©SEGA　#新サクラ大戦"
"SPWe7TStTKI","元カノの休日にいきなり家凸したら、とんでもないことに…","2019-09-11T12:13:18.000Z","UCYbbYvFF_WEO855aOErHP6w","ジャックポット.","24","サブチャンネル⇨ https://www.youtube.com/channel/UClKN76FipGWig85RHrkthfQ■お仕事のご依頼等jackpot@kiii.co.jp■メンバーSNSターボ☆Instagram⇨ https://instagram.com/taabo.jackpot?utm_source=ig_profile_share&igshid=m0donvjonvvs☆Twitter⇨ https://mobile.twitter.com/taabo_jackpotまなみ☆Instagram⇨ https://instagram.com/himnm1210?utm_source=ig_profile_share&igshid=1m9kn3baq3opt☆Twitter⇨https://mobile.twitter.com/himnm1210☆Tik Tok→ manami1210しんり☆Instagram⇨ https://instagram.com/777.jackpot.777?utm_source=ig_profile_share&igshid=12e916n9fghkt☆Twitter⇨ https://mobile.twitter.com/JAC7POT使用音源フリーBGM効果音ラボ【Free Music Wave】https://www.youtube.com/user/freemusicwaveJacob Tillberg - Ghosts https://youtu.be/GCWgrPVb2Zo■ファンレター・プレゼントの宛先はこちら〒153-0042東京都目黒区青葉台3-6-28 住友不動産青葉台タワー2F株式会社Kiii ジャックポット 宛※冷蔵・冷凍が必要な、なま物の受付はできません。■お仕事のご依頼等jackpot@kiii.co.jp■Kiii HPhttps://kiii.co.jp/#ジャックポット #元カノ #元カレ","19.13.09","ジャックポット|元カノ","309711","3280","1125","575","https://i.ytimg.com/vi/SPWe7TStTKI/default.jpg","False","False","サブチャンネル⇨ https://www.youtube.com/channel/UClKN76FipGWig85RHrkthfQ■お仕事のご依頼等jackpot@kiii.co.jp■メンバーSNSターボ☆Instagram⇨ https://instagram.com/taabo.jackpot?utm_source=ig_profile_share&igshid=m0donvjonvvs☆Twitter⇨ https://mobile.twitter.com/taabo_jackpotまなみ☆Instagram⇨ https://instagram.com/himnm1210?utm_source=ig_profile_share&igshid=1m9kn3baq3opt☆Twitter⇨https://mobile.twitter.com/himnm1210☆Tik Tok→ manami1210しんり☆Instagram⇨ https://instagram.com/777.jackpot.777?utm_source=ig_profile_share&igshid=12e916n9fghkt☆Twitter⇨ https://mobile.twitter.com/JAC7POT使用音源フリーBGM効果音ラボ【Free Music Wave】https://www.youtube.com/user/freemusicwaveJacob Tillberg - Ghosts https://youtu.be/GCWgrPVb2Zo■ファンレター・プレゼントの宛先はこちら〒153-0042東京都目黒区青葉台3-6-28 住友不動産青葉台タワー2F株式会社Kiii ジャックポット 宛※冷蔵・冷凍が必要な、なま物の受付はできません。■お仕事のご依頼等jackpot@kiii.co.jp■Kiii HPhttps://kiii.co.jp/#ジャックポット #元カノ #元カレ"
"vLEts2Drgts","撮影中に絡んできたヤンキーにブチギレ。ガチ喧嘩に...。【前編】","2019-09-11T08:04:49.000Z","UCx9fP6bPm6buX5Ygpd_mO9w","金花【きんばな】","20","チャンネル登録よろしく！➔ https://bit.ly/2Mlvpyl超無課金⇨https://www.youtube.com/channel/UCk62TRyPP3iSC9W0HU271xgれたす⇨https://www.youtube.com/channel/UC75oqws4B12aFwXVa7wydkAぼる⇨https://www.youtube.com/channel/UCUtAlh7f3kNy8hDvjjPN9BAヤンキー⇨https://instagram.com/iiirumar?igshid=11lgtez67mgxz🔔ベルをクリックして僕の通知仲間になってください💰YouTubeメンバーシップ➔https://bit.ly/2QCD4H5・メンバーになるをタップし月額490円でメンバーになれます。・素敵なスタンプや名前の隣に称号が付きます。・未成年の方はバンドルカードなどで代用できます。━━━━━━━━━━━━━🐦Twitter➔https://twitter.com/Kinbanaw📷Instagram➔https://www.instagram.com/Kinbanaw💻お仕事のご連絡➔kinbana.game@gmail.com━━━━━━━━━━━━━📮お手紙やプレゼントの宛先〒104-0032東京都中央区八丁堀3丁目27-４八重洲桜川ビル 4F 金花宛━━━━━━━━━━━━━#放送事故#ガチギレ#喧嘩Support the stream: https://streamlabs.com/金花 見てくれてありがとう！！！","19.13.09","荒野行動|こうやこうどう|金花|きんばな|ふぇいたん|まろ|まひと|オパシ|おにや|れたす|ぼる|はな|仏|αD|超無課金|ドッキリ|喧嘩|ガチギレ|ブチギレ|放送事故|初心者のフリ","290130","4073","1666","823","https://i.ytimg.com/vi/vLEts2Drgts/default.jpg","False","False","チャンネル登録よろしく！➔ https://bit.ly/2Mlvpyl超無課金⇨https://www.youtube.com/channel/UCk62TRyPP3iSC9W0HU271xgれたす⇨https://www.youtube.com/channel/UC75oqws4B12aFwXVa7wydkAぼる⇨https://www.youtube.com/channel/UCUtAlh7f3kNy8hDvjjPN9BAヤンキー⇨https://instagram.com/iiirumar?igshid=11lgtez67mgxz🔔ベルをクリックして僕の通知仲間になってください💰YouTubeメンバーシップ➔https://bit.ly/2QCD4H5・メンバーになるをタップし月額490円でメンバーになれます。・素敵なスタンプや名前の隣に称号が付きます。・未成年の方はバンドルカードなどで代用できます。━━━━━━━━━━━━━🐦Twitter➔https://twitter.com/Kinbanaw📷Instagram➔https://www.instagram.com/Kinbanaw💻お仕事のご連絡➔kinbana.game@gmail.com━━━━━━━━━━━━━📮お手紙やプレゼントの宛先〒104-0032東京都中央区八丁堀3丁目27-４八重洲桜川ビル 4F 金花宛━━━━━━━━━━━━━#放送事故#ガチギレ#喧嘩Support the stream: https://streamlabs.com/金花 見てくれてありがとう！！！"
"PM67_NSgDwg","News Cats - まふまふ世紀の重大発表（ナレーション：神谷浩史）","2019-09-12T11:29:34.000Z","UCOTR1tcOAhjgi6YukrPpZxg","まふまふちゃんねる","10","臨時ニュースをお伝えします■LIVE情報ひきこもりでもLIVEがしたい！～すーぱーまふまふわーるど2020＠東京ドーム～日程：2020年3月25日(水)会場：東京・東京ドーム出演：まふまふ開場/開演：16:00/18:00チケット料金：指定席 6,300円(税込) ※3歳以上有料お問い合わせ：DISK GARAGE　050-5533-0888アルバム「神楽色アーティファクト」CD封入先行[受付方法]抽選[受付期間]2019年10月15日(火)18:00〜11月5日(火)23:59[受付枚数]1シリアルコードにつき、お一人様2枚までお申込み可詳細：https://hikikomoridemo.jp/■まふまふNew Album「神楽色アーティファクト」スペシャルサイトhttps://kagurairo-artifact.com/","19.13.09","まふまふ|歌い手|歌ってみた|ニコニコ動画|utaite|utattemita|niconico|nicovideo|VOCALOID|初音ミク|Miku Hatsune|音楽|music|オリジナル曲|アニメ|神谷浩史|かみや|ひろし|ねこ|すーぱーぬこ|すーぱーぬこになりたい|super nuko|kitten|animation|ニュース|news|東京ドーム|tokyo|ライブ|ひきライ|ひきこもりでもLIVEがしたい|LIVE","286905","43519","125","3777","https://i.ytimg.com/vi/PM67_NSgDwg/default.jpg","False","False","臨時ニュースをお伝えします■LIVE情報ひきこもりでもLIVEがしたい！～すーぱーまふまふわーるど2020＠東京ドーム～日程：2020年3月25日(水)会場：東京・東京ドーム出演：まふまふ開場/開演：16:00/18:00チケット料金：指定席 6,300円(税込) ※3歳以上有料お問い合わせ：DISK GARAGE　050-5533-0888アルバム「神楽色アーティファクト」CD封入先行[受付方法]抽選[受付期間]2019年10月15日(火)18:00〜11月5日(火)23:59[受付枚数]1シリアルコードにつき、お一人様2枚までお申込み可詳細：https://hikikomoridemo.jp/■まふまふNew Album「神楽色アーティファクト」スペシャルサイトhttps://kagurairo-artifact.com/"
"qw7wV8tJ2Yc","勝てば天晴と決勝戦！負けられない戦い、クーニンズ必死の全員野球","2019-09-12T08:00:15.000Z","UCeEw2Utee_-P8-KZYTzuUsw","qooninTV","26","提供：JVC「teamnote with エブリオＲ」詳細はこちらhttp://bit.ly/2kcwGdJ#JVC_teamnoteプライドジャパン甲子園東京予選準決勝、勝てば天晴戦！クーニンズキャップ数量限定で販売開始！https://muuu.com/videos/ed0445734cbc7d35◆クーニンＴＶについてチャンネル登録はこちら↓https://www.youtube.com/c/qooninTV?sub_confirmation=1サブチャンネルはこちらhttps://www.youtube.com/channel/UCgx5ymxhPZ6W3MMkvBXPPKQ?sub_confirmation=1クーニンズhttps://teams.one/teams/qoonins/このチャンネルは管理人のクーニンが野球、体操中心にスポーツ、トレーニングなどに挑戦したり紹介したりします。ヘタレが頑張る姿を応援してください！◆ツイッターhttps://twitter.com/mcqoonin◆ツイキャスhttp://twitcasting.tv/mcqoonin/◆インスタグラムhttps://instagram.com/qoonin/◆公式サイトhttp://qoonintv.com","19.13.09","クーニン|qooninTV|クーニンズ|野球|軟式野球","137740","806","79","226","https://i.ytimg.com/vi/qw7wV8tJ2Yc/default.jpg","False","False","提供：JVC「teamnote with エブリオＲ」詳細はこちらhttp://bit.ly/2kcwGdJ#JVC_teamnoteプライドジャパン甲子園東京予選準決勝、勝てば天晴戦！クーニンズキャップ数量限定で販売開始！https://muuu.com/videos/ed0445734cbc7d35◆クーニンＴＶについてチャンネル登録はこちら↓https://www.youtube.com/c/qooninTV?sub_confirmation=1サブチャンネルはこちらhttps://www.youtube.com/channel/UCgx5ymxhPZ6W3MMkvBXPPKQ?sub_confirmation=1クーニンズhttps://teams.one/teams/qoonins/このチャンネルは管理人のクーニンが野球、体操中心にスポーツ、トレーニングなどに挑戦したり紹介したりします。ヘタレが頑張る姿を応援してください！◆ツイッターhttps://twitter.com/mcqoonin◆ツイキャスhttp://twitcasting.tv/mcqoonin/◆インスタグラムhttps://instagram.com/qoonin/◆公式サイトhttp://qoonintv.com"
"5NZI1R8jmOY","虫眼鏡のお弁当が誰かに食べられていました","2019-09-11T14:50:17.000Z","UCynIYcsBwTrwBIecconPN2A","東海オンエアの控え室","23","なぜかはまだ言えませんが、最近は毎日スーツを着ています(わかるだろうけど)。この服装、マジで非効率的ですよね。動きにくいし暑いです。革靴は硬くていろんな体勢取りにくいし、夜には足が痛くなります。なぜ猫も杓子もスーツを着て働いているのですか。1回みんなでジャージ着て出勤してみたらどうですか。｢今までの俺らバカだったわ｣ってなると思いますよ。礼儀なのかなんなのか知りませんが、それって仕事の効率や体調を犠牲にするほどのものですか？私服じゃ礼儀正しくできませんか？ジャージ素材のスーツとか折衷案でもいいですよ？とりあえず僕は二度とスーツ着る仕事はしません！そう決めたんだ！！！東海オンエアの控え室へようこそ。ぜひチャンネル登録お願いします！https://www.youtube.com/channel/UCynIYcsBwTrwBIecconPN2Aメインチャンネルはこちらの【東海オンエア】です！https://www.youtube.com/channel/UCutJqz56653xV2wwSvut_hQグッズ購入はこちらから！！https://goo.gl/YtauZWお仕事の依頼はこちらからhttps://www.uuum.co.jp/inquiry_promotionファンレターはこちらへ〒106-6137 東京都港区六本木 6-10-1 六本木ヒルズ森タワー 37階UUUM株式会社　東海オンエア宛【Twitterアカウント】てつや→https://twitter.com/TO_TETSUYAとしみつ→https://twitter.com/TO_TOSHIMITSUしばゆー→https://twitter.com/TOKAI_ONAIRりょう→https://twitter.com/TO_RYOOゆめまる→https://twitter.com/TO_yumemarucas虫眼鏡→https://twitter.com/TO_ZAWAKUN","19.13.09","[none]","611511","12340","227","2089","https://i.ytimg.com/vi/5NZI1R8jmOY/default.jpg","False","False","なぜかはまだ言えませんが、最近は毎日スーツを着ています(わかるだろうけど)。この服装、マジで非効率的ですよね。動きにくいし暑いです。革靴は硬くていろんな体勢取りにくいし、夜には足が痛くなります。なぜ猫も杓子もスーツを着て働いているのですか。1回みんなでジャージ着て出勤してみたらどうですか。｢今までの俺らバカだったわ｣ってなると思いますよ。礼儀なのかなんなのか知りませんが、それって仕事の効率や体調を犠牲にするほどのものですか？私服じゃ礼儀正しくできませんか？ジャージ素材のスーツとか折衷案でもいいですよ？とりあえず僕は二度とスーツ着る仕事はしません！そう決めたんだ！！！東海オンエアの控え室へようこそ。ぜひチャンネル登録お願いします！https://www.youtube.com/channel/UCynIYcsBwTrwBIecconPN2Aメインチャンネルはこちらの【東海オンエア】です！https://www.youtube.com/channel/UCutJqz56653xV2wwSvut_hQグッズ購入はこちらから！！https://goo.gl/YtauZWお仕事の依頼はこちらからhttps://www.uuum.co.jp/inquiry_promotionファンレターはこちらへ〒106-6137 東京都港区六本木 6-10-1 六本木ヒルズ森タワー 37階UUUM株式会社　東海オンエア宛【Twitterアカウント】てつや→https://twitter.com/TO_TETSUYAとしみつ→https://twitter.com/TO_TOSHIMITSUしばゆー→https://twitter.com/TOKAI_ONAIRりょう→https://twitter.com/TO_RYOOゆめまる→https://twitter.com/TO_yumemarucas虫眼鏡→https://twitter.com/TO_ZAWAKUN"
